GeneID,GeneSymbol,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000001,Gnai3,-0.120925256321897,0.0560363728934904,NA,0.0300660212151187,0.0532973024404401
ENSMUSG00000000028,Cdc45,1.33421681134072,0.14102834419774,NA,5.69421850516725e-22,5.00603336001062e-21
ENSMUSG00000000037,Scml2,0.271817673015244,0.276325958356395,NA,0.264872350183224,0.354435793518452
ENSMUSG00000000056,Narf,0.661046692459797,0.0662160147806476,NA,8.87729324948447e-24,8.30037563063308e-23
ENSMUSG00000000058,Cav2,1.84076508555939,0.0541315402328723,NA,2.10444838504296e-254,5.47016283552168e-252
ENSMUSG00000000078,Klf6,-0.496271876183171,0.0550086840292989,NA,1.1812662170636e-19,9.41391309214299e-19
ENSMUSG00000000085,Scmh1,-0.257464954147781,0.084264445762288,NA,0.00189746722610407,0.00425735848918415
ENSMUSG00000000088,Cox5a,0.655557791605191,0.0767970551123921,NA,6.77093757164061e-18,4.98816921905087e-17
ENSMUSG00000000093,Tbx2,0.106181965833393,0.268219654948384,NA,0.656145361859374,0.73389049590671
ENSMUSG00000000126,Wnt9a,-0.255296499008914,0.338684835454871,NA,0.354918615728132,0.450281520450333
ENSMUSG00000000127,Fer,0.145502966807822,0.0792727038791522,NA,0.0638963571374821,0.104468768834906
ENSMUSG00000000131,Xpo6,-0.140462900746959,0.0576662488325269,NA,0.0143131197346942,0.0273563009046926
ENSMUSG00000000134,Tfe3,0.0484489000922676,0.0575557625083599,NA,0.399829879678252,0.496358099455705
ENSMUSG00000000148,Brat1,0.166501192187069,0.0847650317167413,NA,0.0470046783906517,0.0793897513732515
ENSMUSG00000000149,Gna12,0.118627142472213,0.0590000388254549,NA,0.042699535863673,0.0727725889334328
ENSMUSG00000000167,Pih1d2,-0.122133536040303,0.330818855251582,NA,0.651848233413034,0.7301224539148
ENSMUSG00000000168,Dlat,1.14688396461936,0.05867419974259,NA,1.0481207087353e-85,4.23484211747038e-84
ENSMUSG00000000171,Sdhd,0.922841728568258,0.0652423367518436,NA,6.79360346335205e-46,1.2568569349281e-44
ENSMUSG00000000182,Fgf23,-0.534301229838831,0.424053542655982,NA,0.0936955829468974,0.146317844361651
ENSMUSG00000000184,Ccnd2,0.7592010655539,0.0525796111160399,NA,1.7293465222048e-47,3.35876567376166e-46
ENSMUSG00000000194,Gpr107,-0.294029974909078,0.0507826156524704,NA,6.06450225373601e-09,2.50947140220925e-08
ENSMUSG00000000223,Drp2,0.315140979632646,0.412691350894712,NA,0.300246428142539,0.392872161532934
ENSMUSG00000000244,Tspan32,-0.858656562902461,0.449819850492591,NA,0.0139222566725977,0.0266910282809875
ENSMUSG00000000247,Lhx2,-0.232607244729757,0.3813152446372,NA,0.424150855862277,0.52087061008095
ENSMUSG00000000248,Clec2g,0.479712134066113,0.334045562696154,NA,0.0850443957780647,0.134219024140326
ENSMUSG00000000253,Gmpr,-0.497165629723925,0.15969001597888,NA,0.00112823092232315,0.00262233822124468
ENSMUSG00000000266,Mid2,-0.0190556265705108,0.0984324565002384,NA,0.841726060714721,0.886637825402323
ENSMUSG00000000275,Trim25,0.78551794600321,0.0666808403909902,NA,1.95698107009646e-32,2.48948423892532e-31
ENSMUSG00000000276,Dgke,0.0772704193946698,0.109080244143648,NA,0.470384081254287,0.564185967180025
ENSMUSG00000000278,Scpep1,-0.926337184741901,0.0422585138254987,NA,4.75325663335345e-107,2.74562186865853e-105
ENSMUSG00000000282,Mnt,-0.778900978357164,0.075269058035211,NA,1.63268049893014e-25,1.62600798603541e-24
ENSMUSG00000000290,Itgb2,-1.49365297918508,0.150799127990564,NA,5.67158775426956e-24,5.33820655495402e-23
ENSMUSG00000000295,Hddc2,-0.0450268883374122,0.121576544497791,NA,0.704030458239349,0.774225005408326
ENSMUSG00000000296,Tpd52l1,0.165396858373908,0.330705014168275,NA,0.544889681859331,0.635324422718161
ENSMUSG00000000301,Pemt,2.11726383591242,0.195821327016522,NA,3.50201855514386e-28,3.80875044532941e-27
ENSMUSG00000000326,Comt,-0.143009194294549,0.053590697319934,NA,0.0073160180924781,0.0148009622740029
ENSMUSG00000000339,Rtca,-0.208663161957832,0.0819511793632512,NA,0.0100590108734598,0.0198507564813519
ENSMUSG00000000340,Dbt,2.68276967220457,0.11206694017703,NA,1.09919585576891e-127,8.16336122217714e-126
ENSMUSG00000000346,Dazap2,-0.361511098164864,0.052064177063067,NA,2.87113058639192e-12,1.53560194188506e-11
ENSMUSG00000000355,Mcts1,0.341286311184503,0.0868339781104383,NA,7.03233159831171e-05,0.000194082894367845
ENSMUSG00000000374,Trappc10,0.228153822143591,0.0601941974410923,NA,0.000128997751710546,0.00034443570205062
ENSMUSG00000000378,Ccm2,0.12346812377271,0.0805997542025062,NA,0.121851394184152,0.18361298006725
ENSMUSG00000000384,Tbrg4,1.05614761806524,0.069209855669582,NA,3.72055190192191e-53,8.21894156690853e-52
ENSMUSG00000000386,Mx1,0.948889794655474,0.231661343965441,NA,1.11838933487444e-05,3.3994153316511e-05
ENSMUSG00000000392,Fap,-0.117146256359344,0.343130057546307,NA,0.670533151908633,0.745323571888464
ENSMUSG00000000399,Ndufa9,1.36514287840425,0.0649833232809185,NA,9.09490245105843e-99,4.71242852580423e-97
ENSMUSG00000000420,Galnt1,0.032194313852687,0.061484055645749,NA,0.595129230279714,0.681871545360154
ENSMUSG00000000439,Mkrn2,0.21151040298313,0.0881358286043394,NA,0.0151816590977772,0.0288606966466276
ENSMUSG00000000440,Pparg,1.95234225751768,0.0609030873441128,NA,1.96220917091795e-226,3.77810052217732e-224
ENSMUSG00000000441,Raf1,0.429866053438472,0.0650241568532699,NA,2.78547987615761e-11,1.38971030545599e-10
ENSMUSG00000000486,Septin1,-0.810735260203961,0.288070762497804,NA,0.00157236591272095,0.00357837717420049
ENSMUSG00000000489,Pdgfb,-1.20894987566342,0.274120122043345,NA,1.85090732116115e-06,6.08874722227997e-06
ENSMUSG00000000530,Acvrl1,-0.451816936234119,0.134733198814165,NA,0.000544428792490962,0.00132815758606117
ENSMUSG00000000531,Tamalin,-0.83704934815903,0.132868230695618,NA,1.04353223775056e-10,4.98619141542823e-10
ENSMUSG00000000532,Acvr1b,0.305892487849777,0.0734856688804182,NA,2.69356849815491e-05,7.81851745714201e-05
ENSMUSG00000000538,Tom1l2,0.102673399103122,0.0536092407069002,NA,0.0554522791408678,0.0920133786020825
ENSMUSG00000000552,Zfp385a,0.323908293279985,0.0760822108168301,NA,1.72534595151543e-05,5.14011374590919e-05
ENSMUSG00000000555,Itga5,-0.700865582513603,0.0469227139843808,NA,8.52858360383925e-51,1.77823248509996e-49
ENSMUSG00000000561,Wdr77,-0.1011096472283,0.0899216255043278,NA,0.254655067803932,0.342704326298225
ENSMUSG00000000563,Atp5pb,0.733619153990288,0.0581491403390182,NA,7.48198857167613e-37,1.07251005297666e-35
ENSMUSG00000000567,Sox9,-1.917426368103,0.106643491912612,NA,2.95168858544832e-73,9.63065589511549e-72
ENSMUSG00000000568,Hnrnpd,-0.22405651394312,0.0652267932391317,NA,0.000540054044672977,0.00131831004550317
ENSMUSG00000000579,Dynlt1c,0.243407113732325,0.533916395118747,NA,0.381669927702561,0.47796083125495
ENSMUSG00000000581,C1d,-0.0972385010970311,0.0868670394124392,NA,0.253663934426951,0.341488366104681
ENSMUSG00000000594,Gm2a,1.53691327295528,0.0690685755078819,NA,1.55962618427858e-110,9.5763503818932e-109
ENSMUSG00000000600,Krit1,0.323350645306696,0.0748564751344502,NA,1.30847027344756e-05,3.9479401015067e-05
ENSMUSG00000000605,Clcn4,-0.186957906150484,0.0746408409826145,NA,0.0107273074251599,0.0210311862479942
ENSMUSG00000000628,Hk2,1.61028280573454,0.0683776910783426,NA,1.71408329270053e-123,1.20963090646867e-121
ENSMUSG00000000631,Myo18a,-0.513401619932609,0.0666278755061567,NA,8.23895378876339e-15,5.13157840613234e-14
ENSMUSG00000000686,Abhd15,4.67466980491309,0.240852701979533,NA,3.02866195961398e-84,1.19582308663645e-82
